"district","hh_id","shed","q1","q1a","q1b","consent","mcc.q4","mcc.q5","mcc.secB_group.b01","mcc.secB_group.b02.5","mcc.secB_group.b02.6","mcc.secB_group.b02.7","mcc.secB_group.b02.99","mcc.secB_group.b03","mcc.secB_group.b04","mcc.secB_group.b05.1","mcc.secB_group.b05.2","mcc.secB_group.b05.3","mcc.secB_group.b05.4","mcc.secB_group.b05.5","mcc.secB_group.b05.6","mcc.secB_group.b05.7","mcc.secB_group.b05.8","mcc.secB_group.b05.96","mcc.secC_group.q6","mcc.secC_group.q6a","mcc.secC_group.q8","mcc.secC_group.q14","mcc.secC_group.q15","mcc.secC_group.q16","mcc.secC_group.q17","mcc.secC_group.q18","mcc.secC_group.q19","mcc.secC_group.q20","mcc.secC_group.q21","mcc.secC_group.q22","mcc.secC_group.q23","mcc.secC_group.q24","mcc.secC_group.q25","mcc.secC_group.q26","mcc.secC_group.q27","mcc.secC_group.q28","mcc.secC_group.q28b","mcc.secC_group.q28c","mcc.secC_group.q28d","mcc.secC_group.q28e","mcc.secC_group.secC_subgroup.q29","mcc.secC_group.secC_subgroup.q30","mcc.secC_group.secC_subgroup.q30a","mcc.secC_group.secC_subgroup.q30b","mcc.secC_group.secC_subgroup.q31","mcc.secC_group.secC_subgroup.q32","mcc.secC_group.secC_subgroup.q33","mcc.secC_group.q34","mcc.secC_group.q35","mcc.secC_group.q36","mcc.secC_group.q37","mcc.secC_group.q38","mcc.secC_group.q39.1","mcc.secC_group.q39.2","mcc.secC_group.q39.3","mcc.secC_group.q39.4","mcc.secC_group.q39.5","mcc.secC_group.q39.6","mcc.secC_group.q39.7","mcc.secC_group.q39.8","mcc.secC_group.q39.9","mcc.secC_group.q39.10","mcc.secC_group.q39.11","mcc.secC_group.q39.96","mcc.secC_group.q39.98","mcc.secC_group.q41","mcc.secC_group.q42","mcc.secC_group.q43","mcc.secD_group.q49","mcc.secD_group.q50","mcc.secD_group.q51","mcc.secD_group.q52","mcc.secD_group.q53","mcc.secD_group.q54","mcc.secD_group.q55","mcc.secD_group.q56","mcc.secD_group.q57","mcc.secD_group.q58","mcc.secD_group.q59","mcc.secD_group.q60","mcc.secD_group.q61","mcc.secD_group.q62","mcc.secD_group.q63","mcc.secD_group.q64","mcc.secD_group.q65","mcc.secD_group.q66","mcc.secD_group.q67","mcc.secD_group.q68","mcc.secD_group.q69","mcc.secD_group.q70","mcc.secD_group.q71","mcc.secD_group.q72","mcc.secD_group.q73","mcc.secD_group.q74","mcc.secD_group.q75","mcc.secD_group.q76","mcc.secD_group.q88","mcc.secD_group.q89","mcc.secD_group.q90","mcc.secD_group.q91","mcc.secD_group.q92","mcc.secD_group.q93","mcc.secD_group.q94","mcc.secD_group.q95","mcc.secD_group.q96","mcc.secD_group.q97","mcc.secE_group.q98","mcc.secE_group.q99","mcc.secE_group.q100","mcc.secE_group.q101","mcc.secE_group.q102","mcc.secE_group.q102b","mcc.secE_group.q102c","mcc.secF_group.c1","mcc.secF_group.x1","mcc.secF_group.c6","mcc.secF_group.x3","mcc.secF_group.c11","mcc.secF_group.x5","mcc.secF_group.c13","mcc.secF_group.x7","mcc.secF_group.c16","mcc.secF_group.x9","mcc.secF_group.c2","mcc.secF_group.x11","mcc.secF_group.x13","mcc.secF_group.x18","mcc.secF_group.c3","mcc.secF_group.x21","mcc.secF_group.x23","mcc.secF_group.x28","mcc.secF_group.c4","mcc.secF_group.x31","mcc.secF_group.x33","mcc.secF_group.x38","mcc.secF_group.c5","mcc.secF_group.x41","mcc.secF_group.x43","mcc.secF_group.x44","mcc.secF_group.c7","mcc.secF_group.x51","mcc.secF_group.x48","mcc.secF_group.c8","mcc.secF_group.x61","mcc.secF_group.x62","mcc.secF_group.c9","mcc.secF_group.x71","mcc.secF_group.x73","mcc.secF_group.x78","mcc.secF_group.c10","mcc.secF_group.x81","mcc.secF_group.x83","mcc.secF_group.x88","mcc.secF_group.c12","mcc.secF_group.x91","mcc.secF_group.x93","mcc.secF_group.x98","mcc.secF_group.c14","mcc.secF_group.x101","mcc.secF_group.x103","mcc.secF_group.x108","mcc.secF_group.c15","mcc.secF_group.x111","mcc.secF_group.x113","mcc.secF_group.x118","mcc.secF_group.c17","mcc.secF_group.c18.1","mcc.secF_group.c18.2","mcc.secF_group.c18.3","mcc.secF_group.c18.4","mcc.secF_group.c18.5","mcc.secF_group.c18.6","mcc.secF_group.c19.1","mcc.secF_group.c19.2","mcc.secF_group.c19.3","mcc.secF_group.c19.4","mcc.secF_group.c19.5","mcc.secF_group.c19.6","mcc.secF_group.c19.7","mcc.secF_group.c19.8","mcc.secF_group.c19.96","mcc.secF_group.c154","mcc.secF_group.c155.1","mcc.secF_group.c155.2","mcc.secF_group.c155.3","mcc.secF_group.c155.4","mcc.secF_group.c155.5","mcc.secF_group.c155.96","mcc.secF_group.c155.98","mcc.secF_group.c158","mcc.secF_group.c159","mcc.secF_group.c163","mcc.secF_group.c164","mcc.secF_group.c169x","mcc.secF_group.c169x2","mcc.secF_group.c169x1","mcc.secF_group.c170","mcc.secF_group.c171.1","mcc.secF_group.c171.2","mcc.secF_group.c171.3","mcc.secF_group.c172","mcc.secF_group.c173","mcc.secF_group.c174.1","mcc.secF_group.c174.2","mcc.secF_group.c174.3","mcc.secF_group.c174.4","mcc.secF_group.c174.5","mcc.secF_group.c174.96","mcc.secF_group.c180","mcc.secF_group.c181","mcc.secF_group.c182","mcc.secG_group.f01","mcc.secG_group.f02","mcc.secG_group.f03","mcc.secG_group.f04","mcc.secG_group.f05","mcc.secH_group.g01","mcc.secH_group.g02","mcc.secH_group.g03","mcc.secH_group.g04","mcc.secH_group.g05","mcc.secH_group.g06","mcc.secH_group.g07","mcc.secH_group.g08","mcc.secH_group.g09","mcc.secH_group.g10","mcc.secH_group.g11"
"KIRUHURA","M_32","SW",1,"1","n/a",1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","5","2","20","800","150","6000","4","4","n/a","6170","100","100","08:00:00.000+03:00","2","0","0","0","2","2","1","1","1","15000","2","2","2","1","150","1","18:15:00.000+03:00","4","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","3","800","7000","160","7000","0","0","0","0","7000","0","0","900","1","3","500","7000","170","7000","0","0","0","0","7000","0","0","600","1","50","40","0","8","0","0","1","1","1","0","6","4","2","0","0","2000000","1600000","1","1","1","3","1","2","1","2","3","n/a","1","2","999","2","3","n/a","n/a","n/a","1","2","999","2","3","n/a","n/a","n/a","3","n/a","n/a","2","3","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","False","False","True","False","False","True","False","False","False","False","False","False","True","False","False","1","False","True","False","False","False","False","False","1","3","98","2","2","n/a","n/a","1","False","True","True","1","8","True","False","False","False","False","False","1","1","1","1","4","2","n/a","n/a","1","1","1","2","2","2","2","2","4","4","3"
"KIRUHURA","M_4","SW",2,"n/a","n/a",1,"n/a","n/a","2019-12-01","True","False","False","False","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"KIRUHURA","M_6","SW",1,"1","n/a",2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"NAKASEKE","M_70","C",2,"n/a","n/a",1,"n/a","n/a","2020-07-01","True","False","False","False","n/a","2","False","False","False","False","False","False","False","False","True","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"NAKASEKE","M_88","C",2,"n/a","n/a",1,"n/a","n/a","2020-01-01","False","False","False","True",".lack  of capital to run  business","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"MASINDI","M_69","C",1,"2","1",1,"Male","6","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Manager","2","n/a","7","2","30","1000","2","1500","1","1","500","3100","50","100","06:00:00.000+03:00","1","3","0","0","2","1","10","999","999","999","2","2","2","1","999","1","12:00:00.000+03:00","3","False","False","True","False","False","False","True","True","True","False","False","False","False","1","3","96","3","1200","1000","2","1000","200","0","0","0","300","500","0","1200","3","3","800","2500","6","2500","500","0","0","0","1500","500","0","800","3","9","3","2","4","0","0","10","1","0","2","3","2","1","0","0","150000","150000","3","n/a","2","2","2","2","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","True","True","True","False","False","False","False","1","2","5","1","2","n/a","n/a","1","False","True","True","1","2","True","False","False","False","False","False","1","1","1","1","4","2","n/a","n/a","1","1","1","1","2","2","2","2","4","3","5"
"KIBOGA",NA,NA,NA,NA,NA,1,"Male","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","2","3","5","1","n/a","n/a","65","2000","2","2","100","3000","50","65","07:30:00.000+03:00","2","0","0","0","5","5","5","3","2","999","2","1","2","1","65","1","11:30:00.000+03:00","4","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","3","1200","1500","45","1350","0","0","0","0","2002","0","0","1350","2","3","900","2000","65","2000","0","0","0","0","2000","0","0","950","2","3","2","0","0","0","0","2","1","1","2","5","3","2","0","0","666666","400000","1","2","1","2","1","2","1","2","1","2","1","2","500000","2","1","2","999","2","1","2","999","2","1","2","999","2","1","2","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","True","False","False","False","False","False","False","False","False","False","True","False","False","False","False","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","2","5","1","2","n/a","n/a","1","False","True","True","1","5","True","False","False","False","False","False","1","1","1","2","n/a","2","n/a","n/a","2","2","2","2","2","2","2","2","1","1","1"
"KIBOGA",NA,NA,NA,NA,NA,1,"Male","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","1","6","2","2","20","1000","0","n/a","3","3","n/a","2100","45","100","08:00:00.000+03:00","3","0","0","0","1","1","0","0","0","2100","2","2","2","2","n/a","1","10:00:00.000+03:00","4","False","False","False","True","False","False","False","False","False","False","False","False","False","2","n/a","n/a","3","1000","200","20","200","0","0","0","0","200","0","0","1400","1","3","500","2100","30","2100","0","0","0","0","2100","0","0","1400","1","2","2","0","0","0","0","4","1","0","0","3","2","1","0","0","300000","300000","1","2","1","2","2","2","2","1","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","2","2","2","2","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","2","50000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","True","True","False","False","False","False","False","False","False","False","False","False","True","False","False","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","2","5","1","2","n/a","n/a","1","True","True","True","1","2","True","False","False","False","False","False","1","1","1","1","3","2","n/a","n/a","1","1","1","1","1","1","1","2","2","2","5"
"KIBOGA",NA,NA,NA,NA,NA,1,"Male","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","0.3","1","2","2","20","3000","0","n/a","2","2","200","6000","75","100","08:00:00.000+03:00","1","2","0","0","1","1","3","4","4","15000","2","3","2","2","n/a","2","11:00:00.000+03:00","4","False","True","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","3","1200","2500","15","2500","0","0","0","0","2500","0","0","1200","2","3","800","5000","30","5000","0","0","0","0","5000","0","0","800","2","6","6","0","0","0","0","2","0","1","2","4","4","0","0","0","150000","0","3","n/a","1","1","1","1","3","n/a","3","n/a","1","1","999","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","1","2","2","3","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","2","4","2","2","n/a","n/a","1","True","True","True","1","2","True","False","False","False","False","False","1","1","1","1","4","2","n/a","n/a","1","1","1","1","1","2","2","2","4","2","5"
"KYANKWANZI",NA,NA,NA,NA,NA,1,"Male","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","5","1","2","2","20","3000","0","n/a","3","3","n/a","4000","55","95","06:00:00.000+03:00","2","0","0","0","1","1","2","2","1","15000","1","1","1","1","10","1","11:00:00.000+03:00","4","False","False","False","True","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","1500","1000","30","1000","0","0","0","0","1000","0","0","1700","1","1","600","4000","40","4000","0","0","0","0","4000","0","0","800","1","2","2","0","0","0","0","2","1","3","1","2","2","0","0","0","300000","0","1","2","1","2","1","2","3","n/a","3","n/a","1","3","400000","2","1","2","500000","2","1","2","500000","2","3","n/a","n/a","n/a","2","3","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","3","10000000","2","1","2","400000","2","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","True","True","True","True","True","False","False","1","2","98","2","2","n/a","n/a","1","True","True","True","1","2","True","False","False","False","False","False","1","1","1","1","3","2","n/a","n/a","1","1","1","1","1","1","1","2","2","5","5"
"KIBOGA",NA,NA,NA,NA,NA,1,"Male","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chairman","0.2","6","8","2","15","800","0","n/a","3","3","n/a","3600","5","5","07:00:00.000+03:00","3","1","0","0","1","1","4","4","3","12000","2","2","2","2","n/a","1","11:00:00.000+03:00","1","False","False","True","False","False","False","False","False","False","False","False","False","False","1","2","96","96","999","999","0","0","0","0","0","0","0","0","0","0","0","96","999","999","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","2","0","4","2","2","2","0","0","0","150000","0","1","1","2","2","2","1","1","2","3","n/a","1","1","1200000","2","3","n/a","n/a","n/a","1","1","999","2","3","n/a","n/a","n/a","1","2","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","1","50000","2","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","1","98","2","2","n/a","n/a","1","False","True","True","1","2","False","False","False","False","False","True","1","1","1","1","4","2","n/a","n/a","2","2","2","2","2","2","2","2","2","2","4"
"KYANKWANZI",NA,NA,NA,NA,NA,1,"Male","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","11","4","5","2","27","3700","40","1300","3","3","n/a","5000","45","100","07:45:00.000+03:00","2","1","0","0","1","1","3","3","3","8000","2","2","2","1","400","1","10:00:00.000+03:00","1","False","False","False","True","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","1400","2500","2","2500","0","0","0","0","2500","0","0","1550","2","1","950","5000","2","5000","0","0","0","0","5000","0","0","1050","2","0","0","0","0","0","0","3","0","3","2","3","3","0","400000","0","400000","0","1","1","2","2","1","1","2","1","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","2","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","1","30000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","True","False","False","True","False","False","False","False","False","False","False","False","False","False","True","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","1","98","1","1","1","50000","1","False","True","True","1","2","True","False","False","False","False","False","1","1","1","1","1","2","n/a","n/a","1","1","1","1","1","2","2","2","2","2","5"
"KYANKWANZI",NA,NA,NA,NA,NA,1,"Male","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","5","3","3","2","20","200","5","300","3","3","n/a","5000","35","90","08:00:00.000+03:00","1","1","0","0","1","1","2","0","0","12000","2","2","2","1","10","1","11:30:00.000+03:00","3","False","False","False","True","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","999","99","999","999","999","999","999","0","0","0","0","0","0","1","1000","1100","54","1100","0","0","0","0","1100","0","0","1100","1","4","4","0","0","0","0","3","1","0","3","1","1","0","0","0","200000","0","1","1","2","2","1","1","3","n/a","3","n/a","2","2","999","1","1","1","2000000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","2","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","True","False","False","False","False","False","False","False","False","False","False","True","False","False","False","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","1","True","True","True","1","3","True","False","False","False","False","False","1","1","1","1","1","2","n/a","n/a","1","1","1","1","1","2","2","2","2","5","5"
"KYANKWANZI",NA,NA,NA,NA,NA,1,"Male","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chairman","0.5","1","3","2","53","7000","0","n/a","3","3","n/a","7500","50","100","06:00:00.000+03:00","2","8","0","0","1","2","4","999","999","20000","2","1","3","2","n/a","1","11:30:00.000+03:00","3","False","False","True","False","False","False","False","False","False","False","False","False","False","1","1","96","3","900","3000","53","3000","0","0","0","0","3000","0","0","1100","1","3","800","7000","53","7000","0","0","0","0","7000","0","0","800","53","1","1","0","0","100","0","4","1","0","1","14","11","3","0","0","150000","150000","3","n/a","2","3","1","1","3","n/a","1","1","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","3","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","False","True","False","False","False","False","False","1","2","5","2","2","n/a","n/a","1","True","True","True","1","2","True","False","False","False","False","False","1","1","1","1","4","2","n/a","n/a","1","1","1","1","1","2","2","2","2","4","5"
"KIBOGA",NA,NA,NA,NA,NA,1,"Female","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secretary","3","1","1","2","20","700","0","n/a","3","3","n/a","4500","5","5","07:00:00.000+03:00","1","0","0","0","1","1","3","999","999","999","2","2","2","2","n/a","1","09:30:00.000+03:00","4","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","999","999","0","0","0","0","0","0","0","0","0","0","0","96","999","999","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","1","1","0","2","1","2","1","1","0","0","999","999","1","1","2","2","1","1","3","n/a","3","n/a","2","2","999","2","3","n/a","n/a","n/a","2","1","999","2","3","n/a","n/a","n/a","2","2","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","1","False","True","True","1","2","True","False","False","False","False","False","1","1","1","1","96","2","n/a","n/a","2","2","2","2","2","2","2","2","2","2","4"
