"","today","region","district","hh_id","shed","a13","b01","b02","b02.1","b02.2","b02.3","b02.4","b02.5","b02.6","b02.7","b02.99","b03","b04","b05","b06","b07","b08","b09","b10","b11","b12","b13","b14","b14a","b15","b16","c05_dry","c05_rain","c05","c05a","c06_dry","c06_rain","c06","c06calc","c07","c07.11","c07.12","c07.13","c07.14","c07.15","c07.99","c07a","c08","d01","d02","d03","d04","d05","d06","d06a","d07","d08","d08.1","d08.2","d08.3","d08.4","d08.5","d08.99","d08a","e01","e02","e02a","e03","e04","e04a","e05","e06","e07","e18","e18a","e19","e20","e21","e22","e23","e24","e25","e26","e27","e28","f05","f06","f07","f08","f09","f10","f11a","f11b","f11c","f11c_other","f12","f13","f14","g01","g02","g03","g04","g05","g06","g07","g08","g09","g10","g11","g11.1","g11.2","g11.3","g11.4","g11.99","g11a","g12","g13","g13.1","g13.2","g13.3","g13.99","g13a","g14","g15"
"72","2020-12-04","Western","KIRUHURA","T_82","SW",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"73","2020-11-30","Western","KIBOGA","T_179","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",250,450,127750,"Liters",180,300,87600,-0.314285714285714,"99",0,0,0,0,0,1,"Roads in poor conditions due to rain ",3,1,2,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",1,1,"",1,1,"",2,1,26,99,"His farm",3,NA,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,"",2,2,0,2,2,2,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",1,3
"74","2020-12-03","Western","KIBOGA","T_227","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",50,250,54750,"Liters",55,150,37412.5,-0.316666666666667,"99 11 14",1,0,0,1,0,1,"Poor roads especially during rainy season, reduced number of suppliers",2,2,NA,NA,NA,NA,NA,1,3,"",NA,NA,NA,NA,NA,NA,"",1,1,"",1,1,"",2,1,500,2,"",4,2,1,1,3,2,2,2,2,2,2,6,6,1,1,1,1,2,2,"",3,5,20,1,1,1,1,1,1,2,2,4,1,"4",0,0,0,1,0,"",1,"2",0,1,0,0,"",4,2
"75","2020-12-02","Western","KYANKWANZI","T_268","C",2,"2019-02-01","4",0,0,0,1,0,0,0,0,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"76","2020-12-07","Western","KYANKWANZI","T_405","C",2,"2019-08-01","99",0,0,0,0,0,0,0,1,"The respondent died so i talked to the wife who is no longer trading in milk",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"77","2020-12-02","Western","KYANKWANZI","T_313","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",70,140,38325,"Liters",120,80,36500,-0.047619047619048,"",NA,NA,NA,NA,NA,NA,"",NA,1,2,0,3,8,5,NA,3,"",NA,NA,NA,NA,NA,NA,"",1,4,"",2,NA,"",4,1,35,99,"I sell milk from my own cows",2,3,2,2,NA,2,2,2,2,2,2,3,3,2,2,NA,2,2,2,"",2,4,0,1,1,1,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",3,3
"78","2020-11-30","Western","KIBOGA","T_443","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",150,300,82125,"Liters",180,280,83950,0.022222222222222,"",NA,NA,NA,NA,NA,NA,"",NA,1,1,0,2,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",4,2,NA,99,"His own farm",3,NA,1,1,1,1,2,2,1,2,4,2,2,1,1,1,1,2,2,"",2,4,0,2,2,2,2,2,2,2,2,4,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",2,3
"79","2020-12-02","Western","NAKASEKE","T_675","",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",400,600,182500,"Liters",250,550,146000,-0.2,"11 12 14",1,1,0,1,0,0,"",2,1,0,0,2,1,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",1,1,"",2,NA,"",4,2,NA,1,"",4,2,1,1,2,2,1,2,2,1,2,2,2,1,1,1,2,1,2,"",2,5,1,1,1,2,2,1,2,2,2,4,1,"4 2",0,1,0,1,0,"",4,"",NA,NA,NA,NA,"",5,5
"80","2020-12-03","Western","KIRUHURA","T_60","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",400,560,175200,"Liters",300,500,146000,-0.166666666666667,"11 99 13 12 14",1,1,1,1,0,1,"Presence of disesease",2,1,2,0,0,2,4,NA,2,"3 2 1 4",1,1,1,1,0,0,"",2,NA,"",2,NA,"",3,1,150,1,"",4,2,2,2,NA,2,2,2,1,1,4,6,6,1,1,1,1,2,1,"How to manage milk,How to feed animals",3,4,99,1,1,1,2,1,1,2,2,4,1,"2 3",0,1,1,0,0,"",4,"",NA,NA,NA,NA,"",2,1
"81","2020-12-02","Western","KIBOGA","T_211","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",100,500,109500,"Liters",120,250,67525,-0.383333333333333,"11 99",1,0,0,0,0,1,"Many traded",3,1,3,0,0,0,4,NA,3,"",NA,NA,NA,NA,NA,NA,"",1,1,"",1,1,"",4,1,80,1,"",2,3,1,1,3,2,2,2,1,2,4,6,6,1,1,3,2,2,2,"",5,2,20,1,1,1,1,1,1,2,2,4,1,"2 4 3",0,1,1,1,0,"",99,"2",0,1,0,0,"",4,5
"82","2020-12-02","Western","KIRUHURA","T_6","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",50,120,31025,"Liters",50,120,31025,0,"",NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,99,"from his farm  ",3,NA,2,2,NA,2,2,2,2,2,3,2,2,1,1,1,1,2,2,"",3,3,0,1,2,2,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",2,2
"83","2020-12-03","Western","NAKASEKE","T_479","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",120,230,63875,"Liters",90,240,60225,-0.057142857142857,"",NA,NA,NA,NA,NA,NA,"",NA,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,1,"",1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,"",3,1,0,2,2,2,2,2,2,2,2,1,2,"",NA,NA,NA,NA,NA,"",5,"1",1,0,0,0,"",2,4
"84","2020-12-01","Western","KYANKWANZI","T_299","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",150,200,63875,"Liters",130,150,51100,-0.2,"99",0,0,0,0,0,1,"Too much rain",3,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",5,2,NA,1,"",2,3,2,2,NA,2,2,2,2,2,4,6,6,2,2,NA,1,2,2,"",2,4,0,2,1,2,2,2,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",1,"2",0,1,0,0,"",4,4
"85","2020-12-01","Western","KIRUHURA","T_1","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",150,220,67525,"Liters",90,60,27375,-0.594594594594595,"11",1,0,0,0,0,0,"",3,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,1,"",5,3,1,1,1,1,2,2,1,1,3,2,2,1,1,1,2,2,2,"",3,5,6,1,1,1,1,1,2,2,2,4,1,"4 2",0,1,0,1,0,"",4,"",NA,NA,NA,NA,"",3,4
"86","2020-12-02","Western","KIBOGA","T_186","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",200,600,146000,"Liters",600,700,237250,0.625,"11",1,0,0,0,0,0,"",1,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,1,300,1,"",2,2,1,1,1,2,2,1,1,2,2,6,6,1,1,2,2,2,2,"",3,99,0,2,2,1,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,5
"87","2020-12-02","Western","NAKASEKE","T_449","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",80,200,51100,"Liters",120,200,58400,0.142857142857143,"11",1,0,0,0,0,0,"",3,1,0,0,1,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,1,"",3,NA,2,2,NA,2,2,2,2,2,2,6,6,1,1,1,1,2,2,"",3,99,0,1,2,2,2,2,2,2,2,4,1,"4 3",0,0,1,1,0,"",4,"",NA,NA,NA,NA,"",4,3
"88","2020-12-04","Western","KIBOGA","T_172","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",200,350,100375,"Liters",250,350,109500,0.090909090909091,"",NA,NA,NA,NA,NA,NA,"",NA,1,1,0,0,0,5,NA,2,"3",0,0,1,0,0,0,"",1,1,"",1,1,"",3,2,NA,2,"",4,2,1,1,1,2,2,1,1,1,1,6,6,1,1,2,1,2,2,"",3,1,15,1,2,1,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",5,"2",0,1,0,0,"",3,4
"89","2020-12-02","Western","KIBOGA","T_257","C",2,"2020-04-01","3 99",0,0,1,0,0,0,0,1,"Lack of financial assistance",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"2021-02-01",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"90","2020-12-04","Western","KYANKWANZI","T_275","C",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"91","2020-12-02","Western","NAKASEKE","T_605","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",200,300,91250,"Liters",300,800,200750,1.2,"11 99",1,0,0,0,0,1,"Limited cattle movements since there is adequate water and pastures.",3,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",5,1,45,1,"",2,3,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,2,"",2,3,4,2,1,1,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,2
"92","2020-12-04","Western","KIBOGA","T_214","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",120,230,63875,"Liters",0,80,14600,-0.771428571428571,"99",0,0,0,0,0,1,"Personal problems",3,1,1,0,0,0,5,NA,3,"",NA,NA,NA,NA,NA,NA,"",1,4,"",1,4,"",2,1,10,1,"",4,1,1,1,3,1,2,1,1,1,2,6,6,1,1,2,1,1,2,"",4,5,0,1,1,1,1,1,1,2,2,4,1,"3 4",0,0,1,1,0,"",1,"2",0,1,0,0,"",3,4
"93","2020-12-02","Western","KYANKWANZI","T_534","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",100,200,54750,"Liters",300,140,80300,0.466666666666667,"12 14 15",0,1,0,1,1,0,"",1,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",1,4,"",2,NA,"",3,2,NA,1,"",3,NA,2,2,NA,1,2,1,2,1,2,3,3,2,2,NA,2,2,1,"Transport incase of bad roads",2,2,4,1,1,1,1,1,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",3,4
"94","2020-12-02","Western","NAKASEKE","T_451","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",200,450,118625,"Liters",430,420,155125,0.307692307692308,"11",1,0,0,0,0,0,"",3,1,3,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",1,4,"",1,4,"",3,1,25,1,"",2,2,1,1,2,2,2,2,1,1,2,6,6,1,1,2,2,2,2,"",3,2,99,2,1,1,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",3,4
"95","2020-12-07","Western","KYANKWANZI","T_309","C",2,"2020-06-01","5 99",0,0,0,0,1,0,0,1,"Busines was overcrouded by other people",2,1,1,2,2,2,1,1,1,2,2,"",1,"2021-03-01",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"96","2020-12-03","Western","NAKASEKE","T_478","C",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"97","2020-12-04","Western","NAKASEKE","T_610","C",2,"2019-12-01","3 4 5 99",0,0,1,1,1,0,0,1,"My son who was a manager left the business so put it on hold until when prices stabilise",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"2021-12-01",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"98","2020-12-02","Western","KYANKWANZI","T_318","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",80,120,36500,"Liters",80,120,36500,0,"",NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",5,2,NA,1,"",3,NA,2,2,NA,2,2,2,2,2,2,6,6,2,2,NA,2,2,2,"",3,2,0,2,2,2,2,2,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",5,5
"99","2020-11-30","Western","KIBOGA","T_178","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",100,300,73000,"Liters",150,320,85775,0.175,"11 14",1,0,0,1,0,0,"",3,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",1,2,"",1,2,"",4,2,NA,1,"",2,3,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,"",3,2,0,2,2,2,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",1,1
"100","2020-12-02","Western","KIBOGA","T_189","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",30,150,32850,"Liters",50,200,45625,0.388888888888889,"11",1,0,0,0,0,0,"",3,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",1,1,"",1,1,"",3,2,NA,2,"",2,3,1,1,1,2,2,2,1,1,5,6,6,1,1,1,1,1,2,"",3,4,2,1,1,1,1,2,2,2,2,4,1,"4 3",0,0,1,1,0,"",4,"",NA,NA,NA,NA,"",4,4
"101","2020-12-07","Western","NAKASEKE","T_637","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",170,300,85775,"Liters",200,320,94900,0.106382978723404,"11 14 12",1,1,0,1,0,0,"",2,1,0,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,1,"",4,2,1,1,2,1,2,2,2,1,2,6,6,1,1,1,2,1,1,"Providing with fuel",3,2,0,2,1,2,2,2,2,2,2,2,1,"4",0,0,0,1,0,"",4,"",NA,NA,NA,NA,"",1,5
"102","2020-12-03","Western","NAKASEKE","T_657","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",50,80,23725,"Liters",50,100,27375,0.153846153846154,"12 13 15",0,1,1,0,1,0,"",2,1,1,0,0,0,2,NA,2,"3 5 4",0,0,1,1,1,0,"",2,NA,"",2,NA,"",3,2,NA,1,"",2,1,1,1,2,2,2,1,1,1,4,6,6,1,1,3,1,2,2,"",3,5,15,1,1,1,1,1,1,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,3
"103","2020-12-01","Western","KYANKWANZI","T_278","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",250,500,136875,"Liters",200,500,127750,-0.066666666666667,"",NA,NA,NA,NA,NA,NA,"",NA,1,0,0,3,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,1,"",2,3,1,1,1,2,2,1,1,1,5,6,6,2,2,NA,2,1,1,"Milk training on handling",3,2,5,1,1,1,1,1,1,1,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",5,3
"104","2020-12-02","Western","KIRUHURA","T_56","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",3000,6500,1733750,"Liters",4000,7000,2007500,0.157894736842105,"11 14",1,0,0,1,0,0,"",3,1,23,2,0,0,4,NA,2,"3 1 2 4",1,1,1,1,0,0,"",1,3,"",1,3,"",3,1,12,1,"",3,NA,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,"",3,1,0,2,2,2,2,2,2,2,2,1,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,3
"105","2020-12-04","Western","KYANKWANZI","T_362","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",150,500,118625,"Liters",400,500,164250,0.384615384615385,"11 99",1,0,0,0,0,1,"Farmers have adopted so much to grazing fresian cows",3,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",1,4,"",1,4,"",2,1,15,1,"",2,1,2,2,NA,1,2,1,2,1,1,1,1,2,2,NA,2,2,2,"",2,1,99,1,1,1,1,1,1,2,2,2,2,"",NA,NA,NA,NA,NA,"",5,"1",1,0,0,0,"",3,4
"106","2020-12-05","Western","KIRUHURA","T_108","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",300,600,164250,"Liters",700,600,237250,0.444444444444444,"14 99",0,0,0,1,0,1,"Cows disease",3,1,1,1,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",1,4,"",2,NA,"",2,2,NA,1,"",2,3,2,1,NA,2,2,2,2,2,3,6,6,1,1,1,1,2,2,"",2,2,0,1,1,1,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",1,3
"107","2020-12-01","Western","KIRUHURA","T_73","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",300,700,182500,"Liters",800,500,237250,0.3,"11 13",1,0,1,0,0,0,"",3,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",5,1,50,1,"",3,NA,2,2,NA,2,2,2,2,2,2,6,6,1,1,1,1,1,2,"",2,1,0,2,2,1,99,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",3,5
"108","2020-12-01","Western","KYANKWANZI","T_311","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",600,800,255500,"Liters",600,800,255500,0,"",NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,1,12,1,"",2,2,1,1,1,2,2,1,1,1,3,6,6,1,1,1,1,2,1,"Providing milk cans on credit",3,2,2,1,1,1,1,1,1,1,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",3,3
"109","2020-12-01","Western","KIRUHURA","T_58","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",70,800,158775,"Liters",500,900,255500,0.609195402298851,"11",1,0,0,0,0,0,"",3,1,3,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",1,3,"",2,NA,"",1,2,NA,1,"",3,NA,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,"",3,4,0,1,1,2,2,2,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,3
"110","2020-12-02","Western","KIRUHURA","T_29","SW",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"111","2020-12-03","Western","KIBOGA","T_603","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",25,100,22812.5,"Liters",30,80,20075,-0.12,"11",1,0,0,0,0,0,"",3,2,NA,NA,NA,NA,NA,1,3,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",1,4,"",1,2,NA,2,"",4,3,1,1,1,2,2,2,2,1,2,6,6,1,1,1,1,2,2,"",3,2,1,1,1,1,1,1,2,2,2,4,1,"3 1",1,0,1,0,0,"",4,"",NA,NA,NA,NA,"",4,5
