"","today","region","district","hh_id","shed","a13","b01","b02","b02.1","b02.2","b02.3","b02.4","b02.5","b02.6","b02.7","b02.99","b03","b04","b05","b06","b07","b08","b09","b10","b11","b12","b13","b14","b14a","b15","b16","c05_dry","c05_rain","c05","c05a","c06_dry","c06_rain","c06","c06calc","c07","c07.11","c07.12","c07.13","c07.14","c07.15","c07.99","c07a","c08","d01","d02","d03","d04","d05","d06","d06a","d07","d08","d08.1","d08.2","d08.3","d08.4","d08.5","d08.99","d08a","e01","e02","e02a","e03","e04","e04a","e05","e06","e07","e18","e18a","e19","e20","e21","e22","e23","e24","e25","e26","e27","e28","f05","f06","f07","f08","f09","f10","f11a","f11b","f11c","f11c_other","f12","f13","f14","g01","g02","g03","g04","g05","g06","g07","g08","g09","g10","g11","g11.1","g11.2","g11.3","g11.4","g11.99","g11a","g12","g13","g13.1","g13.2","g13.3","g13.99","g13a","g14","g15"
"31","2020-12-07","Western","NAKASEKE","T_650","C",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"32","2020-12-01","Western","KIRUHURA","T_113","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",2000,15000,3102500,"Liters",5000,12000,3102500,0,"",NA,NA,NA,NA,NA,NA,"",NA,1,2,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",1,4,"",2,NA,"",3,1,30,1,"",2,3,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,2,"",3,1,4,1,1,1,1,1,1,2,2,4,1,"2 3",0,1,1,0,0,"",4,"",NA,NA,NA,NA,"",3,3
"33","2020-12-01","Western","KYANKWANZI","T_286","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",50,80,23725,"Liters",40,80,21900,-0.076923076923077,"",NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,1,"",4,2,1,1,1,2,2,1,1,1,2,6,6,1,1,1,1,2,2,"",4,3,0,1,1,1,2,1,1,1,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,3
"34","2020-12-04","Western","KYANKWANZI","T_260","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",200,280,87600,"Liters",100,150,45625,-0.479166666666667,"14 11",1,0,0,1,0,0,"",1,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,1,"",4,3,2,2,NA,1,2,2,1,1,4,1,1,2,2,NA,2,2,1,"Cans and trainibgs",4,3,6,2,2,2,2,2,2,2,2,4,1,"4 3",0,0,1,1,0,"",4,"",NA,NA,NA,NA,"",4,5
"35","2020-12-04","Western","KYANKWANZI","T_339","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",200,500,127750,"Liters",150,300,82125,-0.357142857142857,"11 14",1,0,0,1,0,0,"",2,1,0,0,3,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,1,12,1,"",4,1,1,1,1,2,2,1,1,1,4,6,6,1,1,1,1,2,2,"",4,3,9,1,1,1,1,1,1,1,2,4,1,"3 4",0,0,1,1,0,"",4,"",NA,NA,NA,NA,"",3,4
"36","2020-12-04","Western","NAKASEKE","T_243","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",35,80,20987.5,"Liters",40,70,20075,-0.043478260869565,"",NA,NA,NA,NA,NA,NA,"",NA,1,2,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,1,"",4,3,1,1,1,2,2,1,1,1,4,6,6,1,1,3,2,1,2,"",2,2,1,1,1,1,2,1,1,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,5
"37","2020-12-06","Western","KIBOGA","T_220","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",50,100,27375,"Liters",20,65,15512.5,-0.433333333333333,"99",0,0,0,0,0,1,"Weather conditions",2,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",2,1,2,1,"",3,NA,1,1,1,2,2,2,2,2,5,6,6,1,1,1,2,2,2,"",2,2,0,2,2,2,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,4
"38","2020-12-03","Western","NAKASEKE","T_509","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",300,420,131400,"Liters",260,200,83950,-0.361111111111111,"11 12",1,1,0,0,0,0,"",2,1,0,0,2,1,5,NA,2,"99",0,0,0,0,0,1,"Less or no money for paying Workers",1,3,"",2,NA,"",2,1,15,1,"",2,3,1,1,2,1,2,1,1,1,2,6,6,1,1,2,2,2,1,"Giving cans",2,2,1,1,1,1,1,1,1,1,1,4,1,"2",0,1,0,0,0,"",4,"",NA,NA,NA,NA,"",4,5
"39","","Western","KIBOGA","T_217","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",400,400,146000,"Liters",320,400,131400,-0.1,"",NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,1,3,"",NA,NA,NA,NA,NA,NA,"",1,4,"",2,NA,"",3,2,NA,1,"",3,NA,1,1,1,2,2,2,1,1,5,6,6,1,2,NA,2,2,2,"",3,5,50,2,2,2,2,2,2,2,2,5,1,"4",0,0,0,1,0,"",4,"",NA,NA,NA,NA,"",5,3
"40","2020-12-05","Western","KYANKWANZI","T_332","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",40,60,18250,"Liters",50,80,23725,0.3,"11",1,0,0,0,0,0,"",3,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",2,2,NA,1,"",2,3,2,2,NA,2,1,2,1,1,2,2,2,1,1,2,1,2,2,"",2,2,99,1,1,2,2,2,2,2,2,4,1,"3 4",0,0,1,1,0,"",4,"",NA,NA,NA,NA,"",5,4
"41","2020-12-05","Western","KIRUHURA","T_8","SW",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"42","2020-12-01","Western","KYANKWANZI","T_341","C",2,"2019-12-01","3 5",0,0,1,0,1,0,0,0,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"2021-04-01",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"43","2020-11-30","Western","KIBOGA","T_209","C",2,"2018-10-01","4 5",0,0,0,1,1,0,0,0,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"44","2020-12-04","Western","KIRUHURA","T_115","SW",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"45","2020-12-05","Western","KYANKWANZI","T_396","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",100,250,63875,"Liters",70,140,38325,-0.4,"11 13 14",1,0,1,1,0,0,"",1,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,1,30,1,"",4,1,1,1,1,1,2,1,1,1,5,6,6,1,1,3,2,2,1,"Training",4,4,3,1,1,1,1,1,1,1,1,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",3,3
"46","2020-12-02","Western","NAKASEKE","T_251","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",100,140,43800,"Liters",180,200,69350,0.583333333333333,"11",1,0,0,0,0,0,"",3,1,0,0,1,0,5,NA,3,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,1,"",2,3,1,1,2,2,2,2,2,2,2,6,6,1,1,2,2,2,2,"",4,2,0,2,1,2,2,1,2,2,2,4,1,"3 2 1",1,1,1,0,0,"",4,"",NA,NA,NA,NA,"",2,4
"47","2020-12-04","Western","NAKASEKE","T_253","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",60,200,47450,"Liters",70,100,31025,-0.346153846153846,"11",1,0,0,0,0,0,"",2,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",1,4,"",2,NA,"",4,1,60,2,"",5,3,2,2,NA,1,2,2,2,1,5,6,6,1,1,3,2,2,2,"",1,5,1,1,1,1,1,1,2,1,2,5,1,"4",0,0,0,1,0,"",4,"",NA,NA,NA,NA,"",4,2
"48","2020-12-01","Western","KYANKWANZI","T_315","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",20,50,12775,"Liters",80,100,32850,1.57142857142857,"11",1,0,0,0,0,0,"",3,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",2,1,40,1,"",2,3,1,1,1,2,2,2,1,1,1,1,1,2,2,NA,2,2,2,"",1,99,0,2,2,2,2,2,2,2,2,4,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",5,5
"49","2020-12-04","Western","KYANKWANZI","T_267","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",100,160,47450,"Liters",140,160,54750,0.153846153846154,"11",1,0,0,0,0,0,"",3,1,2,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",2,2,NA,99,"Get from my own farm",6,NA,2,2,NA,2,2,2,2,2,2,1,1,2,2,NA,2,2,2,"",2,2,0,2,1,1,2,2,2,2,2,2,1,"99",0,0,0,0,1,"Reduced expenditure on school fees",4,"",NA,NA,NA,NA,"",3,1
"50","2020-11-30","Western","KIBOGA","T_241","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",7,18,4562.5,"Liters",12,15,4927.5,0.08,"",NA,NA,NA,NA,NA,NA,"",NA,1,2,0,1,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",4,2,NA,99,"His farm",2,3,2,2,NA,2,2,2,2,2,2,2,2,1,1,1,1,2,2,"",2,2,0,2,2,2,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",1,3
"51","2020-11-30","Western","KIBOGA","T_234","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",80,120,36500,"Liters",100,200,54750,0.5,"11",1,0,0,0,0,0,"",3,1,1,0,0,0,4,NA,3,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,1,"",2,3,1,1,1,2,2,2,2,2,4,2,2,1,1,1,1,2,2,"",3,4,0,1,2,2,2,2,2,2,2,4,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",2,3
"52","2020-12-01","Western","KYANKWANZI","T_346","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",180,300,87600,"Liters",180,300,87600,0,"",NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,1,3,"",NA,NA,NA,NA,NA,NA,"",1,2,"",1,2,"",3,1,30,1,"",1,3,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,2,"",1,1,25,1,1,1,1,1,1,1,2,4,1,"3 4",0,0,1,1,0,"",4,"",NA,NA,NA,NA,"",5,2
"53","2020-12-04","Western","NAKASEKE","T_564","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",260,500,138700,"Liters",370,500,158775,0.144736842105263,"11",1,0,0,0,0,0,"",3,1,0,0,1,0,4,NA,3,"",NA,NA,NA,NA,NA,NA,"",1,3,"",2,NA,"",3,2,NA,1,"",3,NA,1,1,1,1,2,2,2,2,3,2,6,1,1,2,2,2,2,"",3,3,0,2,2,2,2,2,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",3,5
"54","2020-12-04","Western","NAKASEKE","T_654","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",100,150,45625,"Liters",80,120,36500,-0.2,"14",0,0,0,1,0,0,"",1,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",2,2,NA,1,"",5,1,1,1,1,2,2,2,2,2,4,6,6,1,1,1,1,2,1,"Advance payments",3,3,5,1,1,1,1,1,1,1,1,4,1,"4",0,0,0,1,0,"",4,"",NA,NA,NA,NA,"",4,5
"55","2020-12-03","Western","MBARARA","T_89","SW",2,"2020-01-01","5 4",0,0,0,1,1,0,0,0,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"2021-01-01",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"56","2020-12-03","Western","KIRUHURA","T_62","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",110,300,74825,"Liters",60,300,65700,-0.121951219512195,"11 12",1,1,0,0,0,0,"",3,1,1,0,0,0,2,NA,3,"",NA,NA,NA,NA,NA,NA,"",1,4,"",2,NA,"",3,2,NA,1,"",2,3,2,2,NA,2,2,2,2,2,4,6,6,2,2,NA,1,2,2,"",2,3,0,2,1,2,2,2,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,5
"57","2020-12-07","Western","NAKASEKE","T_533","C",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"58","2020-12-01","Western","KYANKWANZI","T_431","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",60,160,40150,"Liters",100,220,58400,0.454545454545455,"11",1,0,0,0,0,0,"",3,1,2,0,0,0,2,NA,3,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",1,5,"",4,2,NA,1,"",1,3,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,2,2,"",1,2,30,1,1,1,1,1,1,1,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,3
"59","2020-12-03","Western","NAKASEKE","T_636","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",200,400,109500,"Liters",100,300,73000,-0.333333333333333,"12 14 15",0,1,0,1,1,0,"",2,1,0,0,3,0,5,NA,2,"5",0,0,0,0,1,0,"",2,NA,"",1,3,"",2,1,60,1,"",4,1,1,1,1,1,2,1,1,1,4,6,6,1,1,1,2,2,2,"",4,4,1,2,1,1,1,1,2,1,2,5,1,"3 2",0,1,1,0,0,"",4,"",NA,NA,NA,NA,"",5,5
"60","2020-12-03","Western","NAKASEKE","T_551","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",200,350,100375,"Liters",150,300,82125,-0.181818181818182,"11",1,0,0,0,0,0,"",3,1,2,0,0,0,1,NA,1,"3 4",0,0,1,1,0,0,"",2,NA,"",2,NA,"",4,2,NA,1,"",1,2,1,1,1,2,2,2,2,1,4,2,2,1,1,2,1,2,2,"",3,5,0,1,1,1,1,1,1,1,1,5,1,"1 2 3 4",1,1,1,1,0,"",4,"",NA,NA,NA,NA,"",5,3
"61","2020-12-04","Western","KYANKWANZI","T_366","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",20,30,9125,"Liters",15,20,6387.5,-0.3,"11",1,0,0,0,0,0,"",3,2,NA,NA,NA,NA,NA,1,2,"3",0,0,1,0,0,0,"",2,NA,"",2,NA,"",5,2,NA,1,"",4,3,2,2,NA,2,2,2,2,2,4,6,6,2,2,NA,1,1,2,"",2,5,0,1,2,2,2,2,2,2,2,4,1,"3 4",0,0,1,1,0,"",4,"",NA,NA,NA,NA,"",4,4
"62","2020-12-02","Western","NAKASEKE","T_604","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",80,160,43800,"Liters",140,190,60225,0.375,"11",1,0,0,0,0,0,"",3,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",1,4,"",2,NA,"",3,2,NA,1,"",3,NA,1,1,1,1,2,2,1,1,4,2,2,1,1,1,1,2,2,"",2,4,3,1,1,2,2,2,2,2,2,4,2,"",NA,NA,NA,NA,NA,"",1,"99",0,0,0,1,"Food from the government.",3,2
"63","2020-12-03","Western","NAKASEKE","T_467","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",200,600,146000,"Liters",200,600,146000,0,"",NA,NA,NA,NA,NA,NA,"",NA,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",1,5,"",1,5,"",3,1,60,1,"",2,3,1,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,"",3,3,0,1,1,1,1,1,2,2,2,4,1,"3 4",0,0,1,1,0,"",4,"",NA,NA,NA,NA,"",4,4
"64","2020-12-04","Western","NAKASEKE","T_566","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",10,5,2737.5,"Liters",5,15,3650,0.333333333333333,"14 11",1,0,0,1,0,0,"",1,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",1,5,"",1,5,"",2,2,NA,3,"",4,1,1,1,3,2,2,1,1,2,5,6,6,1,1,3,1,2,2,"",3,5,0,1,1,1,1,2,2,2,2,4,1,"4 3",0,0,1,1,0,"",99,"2 1",1,1,0,0,"",4,3
"65","2020-12-03","Western","NAKASEKE","T_515","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",1000,4000,912500,"Liters",2000,4000,1095000,0.2,"11",1,0,0,0,0,0,"",2,1,2,1,0,0,2,NA,3,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",2,1,10,1,"",2,3,1,1,2,1,1,1,1,1,2,6,6,1,1,1,2,2,2,"",5,1,1,1,1,1,2,1,2,2,2,4,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",5,4
"66","2020-12-01","Western","NAKASEKE","T_481","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",200,350,100375,"Liters",270,280,100375,0,"",NA,NA,NA,NA,NA,NA,"",NA,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",1,4,"",1,4,"",2,1,30,1,"",4,3,1,1,1,2,2,2,1,1,2,6,6,1,1,1,2,2,2,"",3,2,99,1,1,1,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",5,"1",1,0,0,0,"",4,2
"67","2020-12-03","Western","NAKASEKE","T_671","C",2,"2020-03-01","2 99",0,1,0,0,0,0,0,1,"Pandemic.",2,2,2,2,1,2,2,1,1,2,2,"",1,"2021-02-01",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"68","2020-12-01","Western","KIBOGA","T_177","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",150,400,100375,"Liters",320,400,131400,0.309090909090909,"14 11",1,0,0,1,0,0,"",3,1,3,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",2,1,43,1,"",3,NA,1,1,1,2,1,1,1,2,4,6,6,1,1,1,1,1,2,"",2,99,3,1,1,1,1,1,1,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,2
"69","2020-12-02","Western","NAKASEKE","T_538","C",2,"2019-12-01","4",0,0,0,1,0,0,0,0,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,"2021-06-01",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA
"70","2020-12-03","Western","MASINDI","T_423","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",200,350,100375,"Liters",300,350,118625,0.181818181818182,"11",1,0,0,0,0,0,"",3,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,1,"",2,3,1,1,1,1,2,2,1,1,3,6,6,1,1,2,2,2,2,"",3,2,0,2,2,2,2,2,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,4
"71","2020-12-03","Western","NAKASEKE","T_644","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",10,20,5475,"Liters",20,40,10950,1,"11 99",1,0,0,0,0,1,"Worked on the firm to support growth of pastures.",3,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",4,2,NA,99,"Her own farm.",3,NA,2,2,NA,2,2,2,2,2,4,2,2,1,1,1,1,2,2,"",2,4,2,1,1,1,1,1,1,1,2,4,1,"2 3",0,1,1,0,0,"",4,"",NA,NA,NA,NA,"",3,1
