"","today","region","district","hh_id","shed","a13","b01","b02","b02.1","b02.2","b02.3","b02.4","b02.5","b02.6","b02.7","b02.99","b03","b04","b05","b06","b07","b08","b09","b10","b11","b12","b13","b14","b14a","b15","b16","c01","c02","c03","c04","c04a","c05_dry","c05_rain","c05","c05a","c06_dry","c06_rain","c06","c06calc","c07","c07.1","c07.4","c07.5","c07.6","c07.7","c07.8","c07.99","c07.11","c07.12","c07.13","c07.14","c07.15","c07a","c08","d01","d02","d03","d04","d05","d06","d06a","d07","d08","d08.1","d08.2","d08.3","d08.4","d08.5","d08.99","d08a","e01","e02","e02a","e03","e04","e04a","e05","e06","e07","e08","e09","e10","e11","e12","e12.1","e12.2","e12.3","e12.4","e12.99","e12a","e13","e14","e15","e16","e17","e17.1","e17.2","e17.3","e17.4","e17.99","e17a","e18","e18a","e19","e20","f01_dry","f01_rain","f01","f02_dry","f02_rain","f02","f02_calc","f04","f04_other","f05","f06","f07","f08","f09","f10","f11a","f11b","f11c","f11d","f11e","f12","f13","f14","g01","g02","g03","g04","g05","g06","g07","g08","g09","g10","g11","g11.1","g11.2","g11.3","g11.4","g11.99","g11a","g12","g13","g13.1","g13.2","g13.3","g13.99","g13a","g14","g15","e21","e22","e23","e24","e25","e26","e27","e28","f11c_other"
"30","2020-11-28","Western","MASINDI","F_798","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Maize","Maize",NA,999,2,5,6,2007.5,"Liters",2,6,1460,-0.272727272727273,"1",1,0,0,0,0,0,0,NA,NA,NA,NA,NA,"",3,1,1,0,0,0,4,NA,1,"2 1",1,1,0,0,0,0,"",1,4,"",2,NA,"",2,1,11,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,2,3,"",NA,NA,NA,NA,NA,"",3,"",4,1,4,5,1642.5,0,5,912.5,-0.444444444444444,1,"",3,1,1,1,1,1,2,1,2,1,1,4,3,10,1,1,1,2,2,2,2,2,2,1,"99",0,0,0,0,1,"Where as other wirkers had left work me I kept working and earned alot",4,"",NA,NA,NA,NA,"",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-24","Western","KIBOGA","F_496","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,25,2,20,35,10037.5,"Liters",20,35,10037.5,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,0,0,2,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",1,1,"",1,1,"",3,1,150,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",4,"",3,NA,15,30,8212.5,15,30,8212.5,0,NA,"",4,2,2,1,1,1,1,1,1,1,1,2,2,0,2,1,2,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-25","Western","KIBOGA","F_366","C",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-27","Western","MASINDI","F_1114","C",2,"2018-09-01","4 5",0,0,0,1,1,0,0,0,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-25","Western","KIRUHURA","F_243","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,35,2,16,25,7482.5,"Liters",16,25,7482.5,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",99,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,2,3,"",NA,NA,NA,NA,NA,"",3,"",3,NA,12,20,5840,12,20,5840,0,NA,"",2,2,2,2,2,NA,2,2,1,2,1,4,2,0,2,2,2,1,1,2,2,2,2,1,"99",0,0,0,0,1,"Children are at home am not spending much",4,"",NA,NA,NA,NA,"",4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-01","Western","NAKASEKE","F_1556","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,54,2,30,50,14600,"Liters",20,40,10950,-0.25,"1 6",1,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",2,1,7,0,0,0,4,NA,2,"3 4 2",0,1,1,1,0,0,"",2,NA,"",2,NA,"",3,1,15,1,1,2,3,"",NA,NA,NA,NA,NA,"",1,1,2,3,"",NA,NA,NA,NA,NA,"",3,"",3,NA,25,45,12775,15,35,9125,-0.285714285714286,1,"",2,1,1,1,1,2,2,2,2,2,2,3,2,0,1,2,1,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-25","Western","KIBOGA","F_398","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,120,2,50,80,23725,"Liters",50,80,23725,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,4,0,0,0,2,NA,1,"5",0,0,0,0,1,0,"",2,NA,"",2,NA,"",3,2,NA,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,4,1,"4",0,0,0,1,0,"",4,"",3,NA,50,80,23725,50,80,23725,0,NA,"",3,2,2,1,1,1,1,1,1,1,1,3,3,1,1,1,2,2,2,2,2,2,4,1,"2 3",0,1,1,0,0,"",4,"",NA,NA,NA,NA,"",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-28","Western","KIRUHURA","F_207","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,20,30,9125,"Liters",18,30,8760,-0.04,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,2,0,0,0,2,NA,3,"",NA,NA,NA,NA,NA,NA,"",1,5,"",2,NA,"",3,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,15,25,7300,15,25,7300,0,NA,"",4,1,1,2,2,NA,2,2,2,2,1,2,4,0,2,1,2,2,2,2,2,2,4,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-30","Western","MBARARA","F_123","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Other commodity","Other commodity",NA,999,2,10,20,5475,"Liters",15,25,7300,0.333333333333333,"1 5 6",1,0,1,1,0,0,0,NA,NA,NA,NA,NA,"",3,1,2,0,0,0,5,NA,2,"99",0,0,0,0,0,1,"enough   at home",1,3,"",2,NA,"",3,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,8,18,4745,10,20,5475,0.153846153846154,1,"",3,4,4,2,2,NA,2,2,2,2,2,3,4,0,1,2,2,2,2,2,2,2,5,1,"3 2 1",1,1,1,0,0,"",4,"",NA,NA,NA,NA,"",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-27","Western","MBARARA","F_125","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,17,21,6935,"Liters",7,10,3102.5,-0.552631578947368,"6",0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",2,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,15,19,6205,5,8,2372.5,-0.617647058823529,2,"",4,4,4,1,1,1,2,2,2,2,2,2,5,1,1,1,1,2,2,2,2,2,5,1,"2 3 1",1,1,1,0,0,"",5,"1",1,0,0,0,"",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-28","Western","KIRUHURA","F_309","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,10,15,4562.5,"Liters",6,3,1642.5,-0.64,"1 99",1,0,0,0,0,0,1,NA,NA,NA,NA,NA,"They pregnant",3,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",1,4,"",2,NA,"",3,1,45,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,1,1,"4",0,0,0,1,0,"",3,"",3,NA,8,12,3650,3,0,547.5,-0.85,1,"",4,1,1,2,2,NA,2,2,2,2,1,2,5,0,2,1,1,2,2,2,2,2,4,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-30","Western","KYANKWANZI","F_536","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,6,16,4015,"Liters",15,20,6387.5,0.590909090909091,"1",1,0,0,0,0,0,0,NA,NA,NA,NA,NA,"",3,1,3,0,0,0,5,NA,3,"",NA,NA,NA,NA,NA,NA,"",1,3,"",2,NA,"",3,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,5,1,"4 99",0,0,0,1,1,"Lack of enough money to buy acariside",3,"",5,1,3,8,2007.5,7,10,3102.5,0.545454545454545,2,"",4,1,1,1,1,3,2,1,1,1,1,4,4,7,1,1,1,1,1,1,1,1,5,1,"4",0,0,0,1,0,"",4,"",NA,NA,NA,NA,"",3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-30","Western","MASINDI","F_977","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Maize","Other commodity",3,999,2,10,12,4015,"Liters",6,16,4015,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",99,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",2,1,NA,3,"",NA,NA,NA,NA,NA,"",3,"",3,NA,6,8,2555,2,4,1095,-0.571428571428571,3,"",3,4,4,2,2,NA,2,2,2,2,2,3,2,0,2,2,2,2,2,2,2,2,5,1,"4",0,0,0,1,0,"",1,"2",0,1,0,0,"",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-26","Western","MASINDI","F_1004","C",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-02","Western","MASINDI","F_899","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Maize","Other commodity",3,999,2,5,3,1460,"Liters",6,2,1460,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,0,0,0,4,NA,3,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",2,1,30,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,4,3,"",NA,NA,NA,NA,NA,"",3,"",2,3,4,0,730,0,0,0,-1,99,"Have many people at home who take the milk",4,1,NA,2,NA,NA,2,2,2,2,2,4,99,0,2,1,1,2,2,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",1,"2",0,1,0,0,"",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-26","Western","KIRUHURA","F_288","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,30,2,31,40,12957.5,"Liters",30,45,13687.5,0.056338028169014,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,1,2,2,4,NA,2,"5 4 3 2 1",1,1,1,1,1,0,"",1,4,"",1,4,"",3,1,60,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,2,3,"",NA,NA,NA,NA,NA,"",2,"",99,NA,25,35,10950,25,40,11862.5,0.083333333333333,NA,"",2,2,2,1,1,2,2,2,2,1,1,3,2,0,1,1,1,2,1,1,1,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-30","Western","MASINDI","F_1148","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Maize","Maize",NA,999,2,40,50,16425,"Liters",50,90,25550,0.555555555555556,"7",0,0,0,0,1,0,0,NA,NA,NA,NA,NA,"",3,1,2,1,2,0,4,NA,1,"99",0,0,0,0,0,1,"Because children are at home I have enough labour now",2,NA,"",2,NA,"",2,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,4,3,"",NA,NA,NA,NA,NA,"",3,"",2,3,30,50,14600,30,70,18250,0.25,1,"",2,1,2,2,2,NA,2,1,2,2,1,4,1,0,1,2,1,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",1,"2",0,1,0,0,"",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-24","Western","KIRUHURA","F_289","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,12,2,55,105,29200,"Liters",50,80,23725,-0.1875,"8 1 99",1,0,0,0,0,1,1,NA,NA,NA,NA,NA,"_Some cows refused to mate which resulted to a drop in milk production.",3,1,2,2,120,2,4,NA,2,"5 3",0,0,1,0,1,0,"",2,NA,"",2,NA,"",99,2,NA,1,2,NA,2,"3 4",0,0,1,1,0,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,40,90,23725,40,70,20075,-0.153846153846154,99,"_Children are now home and so more milk is consumed at home.",4,2,2,1,1,3,2,2,2,2,1,3,4,0,1,1,1,2,1,2,2,2,4,1,"4 2 3 1",1,1,1,1,0,"",4,"",NA,NA,NA,NA,"",4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-26","Western","KIRUHURA","F_299","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,38,2,55,80,24637.5,"Liters",40,80,21900,-0.111111111111111,"1",1,0,0,0,0,0,0,NA,NA,NA,NA,NA,"",3,1,3,0,3,2,4,NA,2,"3 2 1",1,1,1,0,0,0,"",2,NA,"",1,4,"",3,1,40,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,2,3,"",NA,NA,NA,NA,NA,"",3,"",2,3,40,65,19162.5,25,65,16425,-0.142857142857143,1,"",4,1,1,2,2,NA,2,2,2,2,2,2,1,0,1,1,1,2,1,1,1,2,2,1,"99",0,0,0,0,1,"More consumers of milk because children were at home because of covid.",4,"",NA,NA,NA,NA,"",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-03","Western","KIRUHURA","F_318","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,25,46,12957.5,"Liters",30,40,12775,-0.014084507042254,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,2,0,0,0,2,NA,3,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",99,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",2,2,20,40,10950,25,35,10950,0,NA,"",4,2,2,2,2,NA,2,1,1,1,1,3,2,0,1,1,1,2,1,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",5,"1",1,0,0,0,"",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-24","Western","KIRUHURA","F_215","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,80,2,40,80,21900,"Liters",50,100,27375,0.25,"6 99",0,0,0,1,0,0,1,NA,NA,NA,NA,NA,"I cleared more land ànd now my cows hàve a big land to graze from",3,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",1,3,"",2,1,50,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,1,3,"",NA,NA,NA,NA,NA,"",3,"",2,1,30,70,18250,40,80,21900,0.2,1,"",4,2,2,1,1,1,2,2,2,2,1,3,1,15,2,2,2,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-27","Western","MASINDI","F_1152","C",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-01","Western","MASINDI","F_826","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Maize","Maize",NA,999,2,9,19,5110,"Liters",6,12,3285,-0.357142857142857,"6",0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",3,1,2,0,3,0,4,NA,1,"2",0,1,0,0,0,0,"",1,3,"",1,3,"",2,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",2,3,5,14,3467.5,4,10,2555,-0.263157894736842,1,"",2,1,1,2,2,NA,2,1,1,1,1,3,3,1,1,1,1,1,2,2,2,2,4,1,"2 4",0,1,0,1,0,"",5,"1",1,0,0,0,"",2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-03","Western","MASINDI","F_819","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Beans","Other commodity",3,20,2,20,40,10950,"Liters",15,20,6387.5,-0.416666666666667,"1",1,0,0,0,0,0,0,NA,NA,NA,NA,NA,"",3,1,2,0,0,0,4,NA,2,"5",0,0,0,0,1,0,"",2,NA,"",2,NA,"",99,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,2,2,"4 3",0,0,1,1,0,"",3,"",2,2,15,35,9125,10,15,4562.5,-0.5,1,"",4,1,1,2,2,NA,2,2,2,1,2,2,2,0,1,1,2,2,2,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-11-24","Western","KIRUHURA","F_321","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,10,2,10,40,9125,"Liters",2,40,7665,-0.16,"8",0,0,0,0,0,1,0,NA,NA,NA,NA,NA,"",2,1,2,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",99,1,25,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,2,1,"4 99",0,0,0,1,1,"Low income due to less demànd of my produce in the past covid period",3,"",3,NA,8,30,6935,0,25,4562.5,-0.342105263157895,99,"The family size increased hence consumption rate increased",4,2,2,2,2,NA,2,2,2,2,2,3,4,0,2,2,2,2,2,2,2,2,4,1,"3",0,0,1,0,0,"",4,"",NA,NA,NA,NA,"",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-11-25","Western","KIRUHURA","F_344","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,8,2,20,30,9125,"Liters",15,7,4015,-0.56,"8 99",0,0,0,0,0,1,1,NA,NA,NA,NA,NA,"Because of fake drugs",1,1,1,0,1,0,4,NA,1,"5",0,0,0,0,1,0,"",2,NA,"",2,NA,"",99,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,2,2,"99",0,0,0,0,1,"Because of unemployment people faked drugs",3,"",2,1,15,20,6387.5,10,4,2555,-0.6,99,"Animals died
Some are pregnant",4,1,1,2,2,NA,2,2,2,2,2,4,4,0,2,2,2,2,2,2,2,2,4,1,"4 3",0,0,1,1,0,"",4,"",NA,NA,NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-01","Western","KIRUHURA","F_19","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Bananas",3,8,2,30,50,14600,"Liters",20,30,9125,-0.375,"99 6",0,0,0,1,0,0,1,NA,NA,NA,NA,NA,"Sold off some cows ",3,1,0,0,2,0,4,NA,2,"99",0,0,0,0,0,1,"Due to covid children are at home and the workers were laid off",1,2,"",2,NA,"",4,1,80,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,4,3,"",NA,NA,NA,NA,NA,"",3,"",2,3,28,48,13870,15,25,7300,-0.473684210526316,99,"Due to covid, children are at home and the milk  consumption is somehow high.",4,2,2,1,1,1,2,2,1,1,1,2,4,2,1,2,1,2,2,2,2,2,4,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-11-30","Western","KYANKWANZI","F_612","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,40,2,14,25,7117.5,"Liters",30,40,12775,0.794871794871795,"6 1",1,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",3,1,0,0,4,4,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",99,2,NA,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,4,2,"3 2",0,1,1,0,0,"",3,"",2,3,10,20,5475,25,35,10950,1,1,"",4,1,1,1,1,2,2,2,2,2,2,2,4,0,1,1,1,2,1,2,2,2,4,1,"2",0,1,0,0,0,"",4,"",NA,NA,NA,NA,"",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-11-26","Western","MASINDI","F_1039","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,3,2,28,30,10585,"Liters",15,5,3650,-0.655172413793103,"1 6",1,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",3,1,2,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",2,2,NA,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",1,2,10,17,4927.5,8,2,1825,-0.62962962962963,1,"",1,4,4,1,1,2,2,2,2,2,2,5,5,0,2,2,2,2,2,2,2,2,4,1,"4",0,0,0,1,0,"",4,"",NA,NA,NA,NA,"",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
