"","ID","enumerator","date","district","sub_county","q1","q1b","mcc.q4","mcc.q5","mcc.q6","mcc.q8","mcc.q9","mcc.q11","mcc.q12","mcc.q13","mcc.q14","mcc.q15","mcc.q16","mcc.q17","mcc.q18","mcc.q19","mcc.q20","mcc.q21","mcc.q22","mcc.q23","mcc.q24","mcc.q25","mcc.q26","mcc.q27","mcc.q28.1","mcc.q28.2","mcc.q28.3","mcc.q28.4","mcc.q28.5","mcc.q28.96","mcc.q28.98","mcc.q29.1","mcc.q29.2","mcc.q29.3","mcc.q29.4","mcc.q29.5","mcc.q29.6","mcc.q29.7","mcc.q29.8","mcc.q29.9","mcc.q29.96","mcc.q29.98","mcc.q30","mcc.q31","mcc.q32","mcc.q33","mcc.q34","mcc.q35","mcc.q36","mcc.q37","mcc.q38","mcc.q39","mcc.q40","mcc.q41","mcc.q42","mcc.q43.1","mcc.q43.2","mcc.q43.3","mcc.q43.4","mcc.q43.5","mcc.q43.6","mcc.q43.7","mcc.q43.8","mcc.q43.9","mcc.q43.10","mcc.q43.11","mcc.q43.96","mcc.q43.98","mcc.q44","mcc.q45","mcc.q46","mcc.q47","mcc.q48","mcc.q49","mcc.q50","mcc.q51","mcc.q52.a","mcc.q52.b","mcc.q52.c","mcc.q52.d","mcc.q52.e","mcc.q52.f","mcc.q52.g","mcc.q52.h","mcc.q52.i","mcc.q52.j","mcc.q52.96","mcc.q53.a","mcc.q53.b","mcc.q53.c","mcc.q53.d","mcc.q53.e","mcc.q53.f","mcc.q53.g","mcc.q53.h","mcc.q54","mcc.q55.1","mcc.q55.2","mcc.q55.3","mcc.q56","mcc.q57","mcc.q58.a","mcc.q58.b","mcc.q58.c","mcc.q58.96","mcc.q59","mcc.q60","shed"
"11","M_11","EN_2","12/8/2018","KIRUHURA","KAZO","Yes","n/a","Female",6,"Manager",2,"No","Yes","3","1000",2,"No","10","1000",18,"800",3,1,"1500",3450,100,100,"07:30:00.000+03","10:30:00.000+03",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2","No","n/a","n/a",3,"1/1/2016",2000,8,1500,1000,500,900,2000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,2,1,0,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Yes",FALSE,TRUE,TRUE,"Yes","Yes","FALSE","FALSE","TRUE","FALSE",200,500,"SW"
"12","M_12","EN_3","12/8/2018","KIRUHURA","KAZO","Yes","n/a","Male",4,"Manager",1,"Yes","n/a","n/a","n/a",2,"No","50","2600",0,"n/a",3,3,"n/a",3000,100,100,"06:30:00.000+03","11:30:00.000+03",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a","No","n/a","n/a",1,"1/1/2009",3000,15,700,1200,650,2000,2600,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40,0,2,4,0,7,1,4,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Yes",FALSE,TRUE,TRUE,"Yes","Yes","TRUE","FALSE","FALSE","FALSE",74,500000,"SW"
"13","M_13","EN_9","12/8/2018","KIRUHURA","KAZO","Yes","n/a","Male",6,"Manager",3,"Yes","n/a","n/a","n/a",2,"Yes","n/a","n/a",26,"4000",3,3,"n/a",5000,70,100,"08:30:00.000+03","11:30:00.000+03",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a","Yes","4","96",1,"1/1/2008",2150,70,2150,1200,700,3500,5000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,2,0,1,1,0,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Yes",TRUE,TRUE,TRUE,"Yes","Yes","FALSE","FALSE","TRUE","FALSE",150,500,"SW"
"14","M_14","EN_7","12/8/2018","KIRUHURA","KAZO","Yes","n/a","Female",4,"Manager",4,"No","Yes","1","1600",4,"Yes","n/a","n/a",60,"3200",3,3,"n/a",3000,70,100,"07:30:00.000+03","12:00:00.000+03",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a","Yes","1","3",1,"1/1/2015",3000,40,1500,1000,500,1800,3200,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,0,0,4,1,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Yes",FALSE,TRUE,TRUE,"Yes","No","n/a","n/a","n/a","n/a",999,999,"SW"
"15","M_15","EN_10","12/8/2018","KIRUHURA","KAZO","Yes","n/a","Male",5,"Manager",1,"Yes","n/a","n/a","n/a",2,"No","15","2000",0,"n/a",3,2,"100",3600,47,100,"07:30:00.000+03","12:00:00.000+03",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a","No","n/a","n/a",1,"1/1/2018",999,999,999,1000,500,1500,3600,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0,2,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Yes",TRUE,TRUE,TRUE,"Yes","No","n/a","n/a","n/a","n/a",50,75000,"SW"
"16","M_16","EN_10","12/8/2018","KIRUHURA","KAZO","Yes","n/a","Male",4,"Manager",1,"Yes","n/a","n/a","n/a",4,"No","23","750",0,"n/a",3,2,"250",2150,47,79,"07:20:00.000+03","10:30:00.000+03",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"3","Yes","1","96",2,"1/1/2016",2150,5,2150,1200,500,1000,1700,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,3,0,3,0,0,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Yes",TRUE,TRUE,TRUE,"Yes","No","n/a","n/a","n/a","n/a",50,80000,"SW"
"17","M_17","EN_7","12/8/2018","KIRUHURA","KAZO","Yes","n/a","Male",6,"Manager",6,"Yes","n/a","n/a","n/a",8,"Yes","n/a","n/a",15,"2000",2,2,"5000",15000,60,100,"07:00:00.000+03","10:30:00.000+03",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a","Yes","2","96",1,"1/1/2014",40000,20,4000,1300,800,10000,30000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,0,0,50,2,3,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Yes",TRUE,TRUE,TRUE,"Yes","No","n/a","n/a","n/a","n/a",999,999,"SW"
"18","M_18","EN_6","12/8/2018","KIRUHURA","KAZO","Yes","n/a","Male",5,"Manager",1,"Yes","n/a","n/a","n/a",3,"No","5","3000",5,"300",2,3,"n/a",3100,80,100,"07:30:00.000+03","11:59:00.000+03",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"3","No","n/a","n/a",1,"1/1/2018",3100,11,3100,1000,550,1500,3000,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,0,0,2,1,2,4,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Yes",TRUE,TRUE,TRUE,"Yes","Yes","TRUE","FALSE","FALSE","FALSE",200,500,"SW"
"19","M_19","EN_4","12/2/2018","KIRUHURA","SANGA","Yes","n/a","Male",3,"Manager",1,"No","No","n/a","n/a",8,"No","3","100",30,"1000",3,2,"500",3200,30,100,"08:30:00.000+02","12:00:00.000+02",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"3","Yes","1","2",1,"1/1/2017",3200,4,800,1050,650,2500,3200,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,3,0,1,0,2,4,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Yes",TRUE,TRUE,TRUE,"Yes","Yes","TRUE","FALSE","FALSE","FALSE",999,80000,"SW"
"20","M_20","EN_10","12/2/2018","MBARARA","BIHARWE","Yes","n/a","Male",6,"Manager",3,"No","No","n/a","n/a",12,"No","10","500",160,"10000",2,1,"2",15000,40,100,"06:30:00.000+03","11:00:00.000+03",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"3","Yes","1","2",2,"1/1/2009",5000,56,6000,1100,600,6000,15000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,200,0,1,999,0,2,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Yes",TRUE,TRUE,TRUE,"Yes","Yes","TRUE","FALSE","FALSE","FALSE",999,999,"SW"
"21","M_21","EN_5","12/2/2018","KIRUHURA","SANGA","Yes","n/a","Male",5,"Manager",4,"Yes","n/a","n/a","n/a",3,"No","10","300",25,"1700",1,1,"150",3000,15,43,"08:00:00.000+03","12:00:00.000+03",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a","No","n/a","n/a",1,"1/1/2015",999,999,999,1200,700,1000,4000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,0,1,2,1,0,2,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"Yes",TRUE,TRUE,TRUE,"Yes","Yes","TRUE","FALSE","FALSE","FALSE",100,20000,"SW"
"22","M_22","EN_7","12/2/2018","KIRUHURA","SANGA","Yes","n/a","Male",6,"Manager",6,"No","Yes","2","2000",3,"No","21","2000",21,"4000",3,3,"n/a",6000,60,100,"08:00:00.000+03","12:00:00.000+03",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a","No","n/a","n/a",1,"1/1/2017",2000,13,400,1200,700,1500,6000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,0,0,2,1,0,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Yes",FALSE,TRUE,TRUE,"Yes","No","n/a","n/a","n/a","n/a",100,148000,"SW"
"23","M_23","EN_7","12/2/2018","KIRUHURA","SANGA","Yes","n/a","Male",5,"Manager",3,"Yes","n/a","n/a","n/a",2,"No","32","4000",36,"1000",2,1,"300",5030,40,100,"08:00:00.000+03","13:00:00.000+03",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"3","No","n/a","n/a",1,"1/1/2015",5000,150,5000,900,700,3000,5000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,0,1,4,1,0,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Yes",TRUE,TRUE,TRUE,"Yes","No","n/a","n/a","n/a","n/a",999,999,"SW"
"24","M_24","EN_4","12/3/2018","KIRUHURA","KIKAATSI","Yes","n/a","Male",4,"Other",1,"Yes","n/a","n/a","n/a",4,"No","5","2000",100,"2800",2,1,"300",5000,50,85,"07:30:00.000+03","11:00:00.000+03",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1","Yes","2","1",1,"1/1/2013",12000,350,1200,1100,500,2000,4500,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68,0,0,3,0,2,4,10,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Yes",TRUE,TRUE,TRUE,"Yes","Yes","TRUE","FALSE","FALSE","FALSE",84,420000,"SW"
"25","M_25","EN_10","12/5/2018","KIRUHURA","KESHUNGA","Yes","n/a","Male",4,"Manager",3,"No","No","n/a","n/a",3,"No","5","500",52,"3000",3,3,"n/a",2960,98,100,"07:30:00.000+03","10:30:00.000+03",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a","No","n/a","n/a",2,"1/1/2006",2000,25,1500,1250,500,2800,3600,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,2,0,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Yes",TRUE,TRUE,TRUE,"Yes","No","n/a","n/a","n/a","n/a",100,300000,"SW"
"26","M_26","EN_8","12/6/2018","KIRUHURA","KESHUNGA","Yes","n/a","Male",5,"Manager",1,"Yes","n/a","n/a","n/a",4,"No","10","5500",10,"1000",3,3,"n/a",7300,85,100,"07:00:00.000+03","11:00:00.000+03",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2","Yes","5","96",1,"1/1/2016",4000,1,3000,1000,450,3000,8000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,0,0,2,1,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Yes",TRUE,TRUE,TRUE,"Yes","Yes","TRUE","FALSE","FALSE","FALSE",50,500000,"SW"
"27","M_27","EN_9","12/6/2018","KIRUHURA","KENSHUNGA","Yes","n/a","Male",5,"Manager",1,"Yes","n/a","n/a","n/a",3,"No","15","3500",0,"n/a",3,3,"n/a",5000,60,90,"07:00:00.000+03","12:00:00.000+03",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1","No","n/a","n/a",2,"1/1/2012",5000,9,3700,1100,650,700,4000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,0,2,2,2,2,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Yes",FALSE,TRUE,TRUE,"Yes","Yes","TRUE","FALSE","FALSE","FALSE",50,500,"SW"
"28","M_28","EN_7","12/4/2018","KIRUHURA","KENSHUNGA","Yes","n/a","Female",5,"Manager",3,"No","No","n/a","n/a",7,"Yes","n/a","n/a",40,"4400",1,3,"n/a",5300,50,100,"07:00:00.000+03","12:00:00.000+03",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"n/a","No","n/a","n/a",1,"1/1/2013",3000,26,2500,1000,500,2500,5000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,0,0,1,0,0,1,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Yes",TRUE,TRUE,TRUE,"No","No","n/a","n/a","n/a","n/a",100,500000,"SW"
